track_name,artist_name,artist_genre,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id
m y . l i f e (with 21 Savage & Morray),J. Cole,"['conscious_hip_hop', 'hip_hop', 'north_carolina_hip_hop', 'rap']",81,0.597,0.587,7,-7.026,0,0.137,0.0622,0.0,0.214,0.0753,140.021,1D3z6HTiQsNmZxjl7F7eoG
Laugh Now Cry Later (feat. Lil Durk),Drake,"['canadian_hip_hop', 'canadian_pop', 'hip_hop', 'rap', 'toronto_rap']",84,0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976,2SAqBLGA283SUiwJ3xOUVI
The Box,Roddy Ricch,"['melodic_rap', 'rap', 'trap']",85,0.896,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971,0nbXyq5TXYPCO7pr3N8S4I
"Colombia, Mi Encanto",Carlos Vives,"['champeta', 'colombian_pop', 'latin', 'latin_pop', 'tropical', 'vallenato']",82,0.718,0.88,0,-7.567,1,0.11,0.0223,0.0,0.908,0.814,124.007,2Q5q1q01KOdHt5fM00WUJ8
Can I Call You Tonight?,Dayglow,"['austindie', 'indie_pop', 'modern_rock']",83,0.641,0.842,9,-7.27,1,0.0292,0.132,0.91,0.419,0.5,129.98,64lsIF5pw0sJY0gV5kz0RN
rockstar (feat. 21 Savage),Post Malone,"['dfw_rap', 'melodic_rap', 'rap']",86,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,0e7ipj03S05BNilyu5bRzt
Bubbly (with Drake & Travis Scott),Young Thug,"['atl_hip_hop', 'atl_trap', 'gangster_rap', 'hip_hop', 'melodic_rap', 'rap', 'trap']",81,0.91,0.585,11,-7.572,0,0.257,0.0536,0.0,0.127,0.599,129.011,4KDNRh9Oor80z3XIxdWlui
Moonlight,XXXTENTACION,"['emo_rap', 'miami_hip_hop']",86,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,0JP9xo3adEtGSdUEISiszL
Jumpin (feat. Polo G),NLE Choppa,['memphis_hip_hop'],80,0.826,0.616,2,-5.479,1,0.328,0.241,0.0,0.287,0.612,127.925,1z7LV5wkExwW8YJk0IrPUA
Chasin' You,Morgan Wallen,['contemporary_country'],78,0.631,0.591,7,-5.785,1,0.0277,0.657,0.0,0.11,0.489,97.074,5MwynWK9s4hlyKHqhkNn4A
hot girl bummer,blackbear,"['pop', 'pop_rap']",85,0.782,0.559,6,-7.106,0,0.0767,0.125,0.0,0.385,0.685,129.992,6jRq8gaZhMUyy5RclRPcAf
Space Cadet (feat. Gunna),Metro Boomin,"['hip_hop', 'rap', 'southern_hip_hop', 'trap']",83,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,1fewSx2d5KIZ04wsooEBOz
Took Her To The O,King Von,['chicago_rap'],80,0.82,0.592,1,-7.002,1,0.29,0.0149,4.71e-06,0.121,0.4,159.98,7fEoXCZTZFosUFvFQg1BmW
Falling,Harry Styles,['pop'],87,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,1ZMiCix7XSAbfAJlEZWMCp
Armed And Dangerous,Juice WRLD,"['chicago_rap', 'melodic_rap']",81,0.736,0.67,10,-6.702,1,0.311,0.186,0.0,0.114,0.845,130.032,5wujBwqG7INdStqGd4tRMX
Wildest Dreams (Taylor's Version),Taylor Swift,['pop'],86,0.583,0.67,8,-7.289,1,0.0646,0.0374,0.0001,0.126,0.498,140.061,1Ov37jtRQ2YNAe8HzfczkL
Someone You Loved,Lewis Capaldi,"['pop', 'uk_pop']",88,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,7qEHsqek33rTcFNT9PFqLf
It's Called: Freefall,Rainbow Kitten Surprise,['modern_rock'],81,0.744,0.516,2,-6.365,1,0.0513,0.632,0.0,0.605,0.281,97.944,474uVhyGgK5MtY9gMcDgGl
Bandit (with YoungBoy Never Broke Again),Juice WRLD,"['chicago_rap', 'melodic_rap']",82,0.474,0.631,5,-5.884,0,0.343,0.0687,0.0,0.132,0.425,180.051,6Gg1gjgKi2AK4e0qzsR7sd
Moon,Kanye West,"['chicago_rap', 'rap']",82,0.319,0.236,5,-9.644,1,0.0318,0.898,1.62e-05,0.272,0.254,162.351,7CC6UbCs4iGsePSzFxYxNn
Are You Bored Yet? (feat. Clairo),Wallows,"['indie_pop', 'modern_rock', 'pop']",83,0.682,0.683,8,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023,57RA3JGafJm5zRtKJiKPIm
Black Ball,YoungBoy Never Broke Again,"['baton_rouge_rap', 'trap']",79,0.773,0.608,1,-6.117,0,0.223,0.616,0.0,0.0966,0.475,79.002,1tmsPlyvzDETLv08Wp5cuY
Lean Wit Me,Juice WRLD,"['chicago_rap', 'melodic_rap']",81,0.665,0.651,1,-5.515,1,0.156,0.0414,0.0,0.0896,0.237,163.935,3oDkdAySo1VQQG0ptV7uwa
What You Know Bout Love,Pop Smoke,['brooklyn_drill'],85,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,1tkg4EHVoqnhR6iFEXb60y
Beautiful Crazy,Luke Combs,"['contemporary_country', 'country', 'country_road']",79,0.551,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313,2rxQMGVafnNaRaXlRMWPde
Taking A Walk,Trippie Redd,"['melodic_rap', 'rap', 'trap']",80,0.767,0.538,0,-6.044,0,0.052,0.68,0.0,0.192,0.343,81.031,4mHgYpuGHu99Mw69E83CP2
p r i d e . i s . t h e . d e v i l (with Lil Baby),J. Cole,"['conscious_hip_hop', 'hip_hop', 'north_carolina_hip_hop', 'rap']",81,0.861,0.656,4,-7.867,0,0.425,0.104,0.0,0.0986,0.331,88.967,5W8jRrZ6tWrTrqnKRtIQBf
Leave Before You Love Me (with Jonas Brothers),Marshmello,"['brostep', 'dance_pop', 'edm', 'pop', 'pop_dance', 'progressive_electro_house']",87,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,4qu63nuBpdn0qHUHuObEj1
ORANGE SODA,Baby Keem,"['hip_hop', 'rap']",80,0.83,0.564,1,-7.822,1,0.235,0.177,0.0,0.128,0.107,85.042,5FkoSXiJPKTNyYgALRJFhD
Está Dañada,Ivan Cornejo,"['corrido', 'corridos_tumbados', 'nuevo_regional_mexicano']",82,0.405,0.565,1,-9.266,0,0.0372,0.38,0.0195,0.107,0.166,159.892,6G2xXQRSZlEzYsUEb3uvuR
25 million,Roddy Ricch,"['melodic_rap', 'rap', 'trap']",81,0.793,0.481,9,-9.258,1,0.124,0.019,1.09e-06,0.139,0.395,132.202,2lUDBd7JrgAMltcp6dcd7D
positions,Ariana Grande,"['dance_pop', 'pop']",88,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,35mvY5S1H3J2QZyna3TFe0
After Party,Don Toliver,"['pop', 'rap', 'trap']",82,0.629,0.692,5,-8.045,1,0.0376,0.00981,0.331,0.603,0.453,162.948,527k23H0A4Q0UJN3vGs0Da
this is what falling in love feels like,JVKE,['modern_indie_pop'],82,0.424,0.438,11,-5.53,1,0.0553,0.617,0.0,0.0837,0.325,128.983,4UG2Fm0E98LhE2dlNxiAXx
death bed (coffee for your head),Powfu,['sad_rap'],86,0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026,7eJMfftS33KTjuF7lTsMCx
Run It Up (feat. Offset & Moneybagg Yo),Lil Tjay,"['brooklyn_drill', 'melodic_rap', 'nyc_rap']",83,0.88,0.575,6,-6.091,1,0.163,0.415,0.0,0.109,0.671,120.031,1dg3qy5DjoJodawfOCgrTP
Always Been You,Jessie Murph,"['alt_z', 'pop', 'social_media_pop']",83,0.655,0.572,3,-7.666,0,0.0535,0.646,1.81e-06,0.0774,0.403,137.12,2zpZkOV7sD9C4Cv0cukoHV
Ballin' (with Roddy Ricch),Mustard,"['cali_rap', 'hip_hop', 'pop_rap', 'rap', 'southern_hip_hop', 'trap']",81,0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008,3QzAOrNlsabgbMwlZt7TAY
Substance,03 Greedo,"['cali_rap', 'melodic_rap', 'trap', 'vapor_trap']",83,0.599,0.32,3,-13.716,0,0.0787,0.26,0.0,0.106,0.197,70.998,0MoQI1EZGSHLhd5UBdxPol
a lot,21 Savage,"['atl_hip_hop', 'rap', 'trap']",81,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,2t8yVaLvJ0RenpXUIAC52d
WAP (feat. Megan Thee Stallion),Cardi B,"['dance_pop', 'pop', 'pop_rap', 'rap']",84,0.935,0.454,1,-7.509,1,0.375,0.0194,0.0,0.0824,0.357,133.073,4Oun2ylbjFKMPTiaSbbCih
"GONE, GONE / THANK YOU","Tyler, The Creator","['hip_hop', 'rap']",81,0.518,0.492,10,-8.436,0,0.193,0.216,0.0012,0.146,0.471,78.848,1hz7SRTGUNAtIQ46qiNv2p
Cover Me Up,Morgan Wallen,['contemporary_country'],78,0.549,0.44,7,-8.192,1,0.0264,0.232,7.37e-06,0.107,0.214,128.01,0mKnuxVkPi5h0kuvZl44VM
E-ER (feat. Lil Yachty),DJ Scheme,"['meme_rap', 'underground_hip_hop', 'vapor_trap']",80,0.952,0.29,8,-11.459,1,0.428,0.074,0.0,0.107,0.394,130.083,4N7i6RfJXMWfkx9Zr6pzkJ
ROCKSTAR (feat. Roddy Ricch),DaBaby,"['north_carolina_hip_hop', 'rap', 'trap']",85,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977,7ytR5pFWmSjzHJIeQkgog4
Going Bad (feat. Drake),Meek Mill,"['hip_hop', 'philly_rap', 'pop_rap', 'rap', 'southern_hip_hop', 'trap']",82,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,2IRZnDFmlqMuOrYOLnZZyc
Dior,Pop Smoke,['brooklyn_drill'],85,0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094,79s5XnCN4TJKTVMSmOx8Ep
R.I.P.,Playboi Carti,"['atl_hip_hop', 'plugg', 'pluggnb', 'rap', 'trap']",80,0.725,0.725,8,-6.067,0,0.159,0.0119,0.0,0.086,0.515,140.003,3L0IKstjUgDFVQAbQIRZRv
Hurricane,Kanye West,"['chicago_rap', 'rap']",83,0.587,0.561,0,-6.569,1,0.146,0.0466,0.0,0.109,0.351,80.009,6Hfu9sc7jvv6coyy2LlzBF
Motley Crew,Post Malone,"['dfw_rap', 'melodic_rap', 'rap']",83,0.797,0.631,3,-3.818,0,0.0786,0.0904,3.71e-06,0.0998,0.288,129.915,40uMIn2zJLAQhNXghRjBed
LA CANCIÓN,J Balvin,"['latin', 'reggaeton', 'reggaeton_colombiano', 'trap_latino']",87,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,0fea68AdmYNygeTGI4RC18
July,Noah Cyrus,"['dance_pop', 'pop', 'post-teen_pop']",83,0.708,0.186,9,-8.953,0,0.042,0.868,0.0,0.0779,0.322,72.541,6J2LdBN97cDWn0MLxYh9HB
Sofia,Clairo,"['bedroom_pop', 'indie_pop', 'pop']",83,0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,7B3z0ySL9Rr0XvZEAjWZzM
Still Don't Know My Name,Labrinth,"['indie_poptimism', 'pop']",86,0.316,0.63,5,-5.963,1,0.117,0.471,0.262,0.205,0.313,89.643,6N22FZs2ZhPBYi3b9XPajV
WYD Now?,Sadie Jean,"['alt_z', 'pop']",82,0.378,0.334,1,-10.993,1,0.304,0.776,0.0,0.115,0.496,181.296,3ZBeHiRJUj1vdiU8zzGPgb
Headshot (feat. Polo G & Fivio Foreign),Lil Tjay,"['brooklyn_drill', 'melodic_rap', 'nyc_rap']",81,0.808,0.639,1,-7.266,0,0.279,0.0802,0.0,0.15,0.395,118.0,4eNOLmx8r2IJAVKvBBL1jv
21,Polo G,['chicago_rap'],81,0.783,0.479,7,-10.646,1,0.541,0.149,0.0,0.101,0.533,176.027,3JKgcAa7r07ocVWcV8bS0H
Rich MF (feat. Polo G & Lil Durk),Trippie Redd,"['melodic_rap', 'rap', 'trap']",79,0.756,0.698,6,-5.464,1,0.178,0.0849,0.0,0.221,0.66,77.497,6cUHiQEECDl5m3WFGQ1GCR
Ready (feat. Gunna),Lil Baby,"['atl_hip_hop', 'atl_trap', 'rap', 'trap']",79,0.793,0.395,1,-5.578,1,0.385,0.277,1.4e-05,0.109,0.129,77.027,4F6yN5FsFW10Ucx7cLCzBh
I GUESS I'M IN LOVE,Clinton Kane,"['alt_z', 'gen_z_singer-songwriter', 'pop']",86,0.422,0.34,0,-6.577,1,0.0351,0.877,1.77e-05,0.149,0.223,77.213,1is8gU4RVcN4J8xItxWoOY
Pop Out (feat. Lil Tjay),Polo G,['chicago_rap'],81,0.772,0.639,1,-7.119,1,0.467,0.15,0.0,0.0698,0.261,168.112,6uFn47ACjqYkc0jADwEdj1
Leave The Door Open,Bruno Mars,"['dance_pop', 'pop']",86,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,7MAibcTli4IisCtbHKrGMh
ESCAPE PLAN,Travis Scott,"['rap', 'slap_house']",83,0.839,0.506,5,-6.714,0,0.133,0.00207,0.0,0.13,0.44,154.12,4R67rQNSbbsR4TdUVOIdez
What A Time (feat. Niall Horan),Julia Michaels,"['alt_z', 'dance_pop', 'electropop', 'pop', 'post-teen_pop']",85,0.516,0.467,0,-6.184,1,0.0302,0.662,0.0,0.0853,0.386,132.861,5WtfUKzXircvW8l5aaVZWT
3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,"['chicago_drill', 'chicago_rap', 'drill', 'hip_hop', 'rap', 'trap']",79,0.846,0.48,8,-8.618,0,0.359,0.269,0.0,0.0989,0.419,143.029,6Tguhaf2uAe6OjRLsR2Tql
I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Taylor Swift,['pop'],82,0.391,0.715,0,-4.516,1,0.0495,0.167,0.0,0.183,0.473,149.654,4CkgMiMqZ5JzW9iYXSTMTL
masquerade,siouxxie sixxsta,['glitchcore'],84,0.608,0.792,9,-5.721,1,0.0355,0.000674,0.653,0.252,0.611,161.104,0RYHqnmtNRfbYxP6Dn8Vse
Wasted (feat. Lil Uzi Vert),Juice WRLD,"['chicago_rap', 'melodic_rap']",81,0.742,0.579,0,-5.024,1,0.202,0.0381,0.0,0.0952,0.502,144.994,1a7WZZZH7LzyvorhpOJFTe
HIGHEST IN THE ROOM,Travis Scott,"['rap', 'slap_house']",85,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,3eekarcy7kvN4yt5ZFzltW
Where Are You Now,Lost Frequencies,"['belgian_edm', 'edm', 'pop', 'pop_dance', 'tropical_house']",94,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,3uUuGVFu1V7jTQL60S1r8z
Hellcats & Trackhawks,Only The Family,"['chicago_rap', 'trap']",78,0.841,0.672,1,-5.557,0,0.371,0.0122,0.0,0.321,0.599,157.026,53tv6ZbyeAwfAUwFaxYbfO
Murder On My Mind,YNW Melly,"['melodic_rap', 'trap']",82,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,7eBqSVxrzQZtK2mmgRG6lC
SICKO MODE,Travis Scott,"['rap', 'slap_house']",85,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,2xLMifQCjDGFmkHkpNLD9h
Bad Man (Smooth Criminal),Polo G,['chicago_rap'],80,0.882,0.662,0,-6.382,1,0.242,0.0124,0.0,0.106,0.57,120.034,6RfhBNU1FPWTG7VESlfgOl
10 Freaky Girls (with 21 Savage),Metro Boomin,"['hip_hop', 'rap', 'southern_hip_hop', 'trap']",80,0.81,0.353,6,-9.931,0,0.31,0.588,0.0,0.102,0.0727,88.031,0AluA5RNsa4Cx6XRhf2hWZ
Miss The Rage (feat. Playboi Carti),Trippie Redd,"['melodic_rap', 'rap', 'trap']",82,0.584,0.859,8,-5.616,1,0.121,0.0144,0.0,0.847,0.369,77.005,2BITQ360Knh6qNAOqR7Dyq
More Than My Hometown,Morgan Wallen,['contemporary_country'],77,0.62,0.869,6,-5.479,1,0.0462,0.615,0.0,0.131,0.597,126.019,5OELUCYgOHKFAvCERnAvfS
feel like shit,Tate McRae,"['alt_z', 'dance_pop', 'pop', 'post-teen_pop']",84,0.508,0.378,7,-7.158,1,0.0473,0.516,0.0,0.119,0.161,144.962,2EBnvom1dTybtm75a3Xh1T
WITHOUT YOU,The Kid LAROI,['australian_hip_hop'],85,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,27OeeYzk6klgBh83TSvGMA
Gang Shit No Lame Shit,Key Glock,"['hip_hop', 'memphis_hip_hop', 'rap', 'southern_hip_hop', 'tennessee_hip_hop', 'trap']",79,0.828,0.434,5,-10.609,1,0.301,0.0394,0.0,0.0806,0.38,115.071,6gbiTbclnHlmSIPfmF2zEc
34+35,Ariana Grande,"['dance_pop', 'pop']",85,0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,6Im9k8u9iIzKMrmV7BWtlF
Champagne Poetry,Drake,"['canadian_hip_hop', 'canadian_pop', 'hip_hop', 'rap', 'toronto_rap']",81,0.423,0.667,6,-7.012,0,0.326,0.758,0.0,0.246,0.496,86.743,2HSmyk2qMN8WQjuGhaQgCk
All The Stars (with SZA),Kendrick Lamar,"['conscious_hip_hop', 'hip_hop', 'rap', 'west_coast_rap']",83,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,3GCdLUSnKSMJhs4Tj6CV3s
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,"['pop', 'pop_rock']",85,0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048,5zFglKYiknIxks8geR8rcL
Falling Down - Bonus Track,Lil Peep,"['emo_rap', 'lgbtq+_hip_hop']",83,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,4jvjzW7Hm0yK4LvvE0Paz9
Doin' This,Luke Combs,"['contemporary_country', 'country', 'country_road']",78,0.593,0.552,1,-5.838,1,0.028,0.18,1.71e-05,0.11,0.39,115.0,4GyD3o5hWoyCuYpdlzZlRL
Stay With Me,1nonly,['aesthetic_rap'],85,0.684,0.844,9,-7.649,1,0.335,0.302,0.0,0.374,0.335,126.677,2WYs5LxOZfEyURXu7V0O1a
Runnin,21 Savage,"['atl_hip_hop', 'rap', 'trap']",80,0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,5SWnsxjhdcEDc7LJjq9UHk
Maniac,Conan Gray,"['bedroom_pop', 'indie_pop', 'pop']",84,0.628,0.639,8,-5.46,1,0.0435,0.00162,0.0,0.354,0.493,108.045,6KfoDhO4XUWSbnyKjNp9c4
Dead Man Walking,Brent Faiyaz,"['dmv_rap', 'hip_hop', 'pop', 'r&b', 'rap']",80,0.505,0.267,9,-13.763,0,0.05,0.279,0.0,0.096,0.439,143.929,5VlTQnZO89Ioku8ssdbqJk
Drankin N Smokin,Future,"['atl_hip_hop', 'hip_hop', 'pop_rap', 'rap', 'southern_hip_hop', 'trap']",79,0.752,0.658,0,-6.297,1,0.342,0.0421,0.0,0.0927,0.387,151.951,0k7wmahjkn389wAZdz19Cv
Infrunami,Steve Lacy,['afrofuturism'],79,0.826,0.299,9,-7.721,1,0.0446,0.31,0.0952,0.0758,0.215,97.012,0f8eRy9A0n6zXpKSHSCAEp
Nostálgico,Rvssian,"['latin', 'latin_hip_hop', 'reggaeton', 'reggaeton_flow', 'trap_latino']",90,0.734,0.846,9,-3.425,0,0.0489,0.166,1.74e-06,0.235,0.604,98.026,2BEcap3xJtmiPaHKyfQi4e
1400 / 999 Freestyle,Trippie Redd,"['melodic_rap', 'rap', 'trap']",79,0.825,0.572,6,-6.067,0,0.0864,0.0079,0.0,0.113,0.568,141.991,75lcPkAkUsKWHGBlGM476R
Chosen (feat. Ty Dolla $ign),Blxst,['pop_rap'],84,0.571,0.767,2,-5.16,1,0.287,0.336,0.0,0.0809,0.605,93.421,1dIWPXMX4kRHj6Dt2DStUQ
Let Me Know (I Wonder Why Freestyle),Juice WRLD,"['chicago_rap', 'melodic_rap']",80,0.635,0.537,7,-7.895,0,0.0832,0.172,0.0,0.418,0.383,125.028,3wwo0bJvDSorOpNfzEkfXx
7 rings,Ariana Grande,"['dance_pop', 'pop']",87,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,6ocbgoVGwYJhOv1GgI9NsF
trademark usa,Baby Keem,"['hip_hop', 'rap']",78,0.615,0.6,10,-5.62,1,0.27,0.107,1.61e-06,0.283,0.0661,130.027,15hJmqqEtASVXl6sM7i4UF
F.N,Lil Tjay,"['brooklyn_drill', 'melodic_rap', 'nyc_rap']",82,0.567,0.515,6,-10.265,0,0.247,0.354,0.0,0.078,0.321,120.1,0RLLvYBopDwooCyvnTwgYu
Adore You,Harry Styles,['pop'],86,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,3jjujdWJ72nww5eGnfs2E7
Every Summertime,NIKI,"['indonesian_r&b', 'pop']",88,0.628,0.676,6,-4.227,1,0.0424,0.393,6.94e-05,0.0978,0.723,78.996,68HocO7fx9z0MgDU0ZPHro
Little Dark Age,MGMT,"['alternative_dance', 'indie_rock', 'indietronica', 'modern_rock', 'rock']",84,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,2Y0iGXY6m6immVb2ktbseM
WHATS POPPIN,Jack Harlow,"['deep_underground_hip_hop', 'kentucky_hip_hop', 'rap']",81,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,1jaTQ3nqY3oAAYyCTbIvnM
In My Room,Frank Ocean,"['alternative_r&b', 'hip_hop', 'lgbtq+_hip_hop', 'neo_soul', 'pop']",81,0.861,0.647,7,-7.425,1,0.0675,0.594,0.661,0.114,0.67,158.037,4S4Mfvv03M1cHgIOJcbUCL
PTSD,G Herbo,"['chicago_drill', 'chicago_rap', 'drill', 'rap', 'southern_hip_hop', 'trap']",79,0.883,0.808,1,-3.158,0,0.182,0.0313,0.0,0.207,0.806,119.01,1C8ux1YWLMHCenYJFiIV4Z
24 (feat. Lil Baby),Money Man,"['memphis_hip_hop', 'rap', 'southern_hip_hop', 'trap']",79,0.868,0.638,2,-7.746,1,0.0736,0.146,0.0565,0.0931,0.459,126.03,0xUvi7wldroBzaZCengPa5
Off The Grid,Kanye West,"['chicago_rap', 'rap']",81,0.546,0.64,8,-5.582,1,0.37,0.0438,0.0,0.137,0.63,137.728,6LNoArVBBVZzUTUiAX2aKO
Ghost Town,Kanye West,"['chicago_rap', 'rap']",79,0.573,0.545,7,-4.247,0,0.0288,0.0969,0.0,0.329,0.297,83.378,7vgTNTaEz3CsBZ1N4YQalM
worldstar money (interlude),Joji,"['alternative_r&b', 'viral_pop']",81,0.577,0.387,7,-8.607,1,0.274,0.964,0.705,0.208,0.459,146.565,0baNzeUcPQnQSagpe8T0mD
Hex,80purppp,"['aesthetic_rap', 'sad_lo-fi']",80,0.845,0.398,5,-15.781,1,0.268,0.872,0.00713,0.159,0.482,109.996,7D7e6hm2LiNd6nLuJF6K9Q
Lover,Taylor Swift,['pop'],84,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,1dGr1c8CrMLDpV6mPbImSI
Be Like That - feat. Swae Lee & Khalid,Kane Brown,"['black_americana', 'contemporary_country', 'country_road']",80,0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58e-05,0.126,0.322,86.97,5f1joOtoMeyppIcJGZQvqJ
Nuketown (feat. Juice WRLD),Ski Mask The Slump God,"['miami_hip_hop', 'rap', 'underground_hip_hop']",78,0.808,0.617,10,-9.32,0,0.442,0.113,0.0,0.734,0.632,149.962,74lnM5V6ecvoTPV0fvptx9
On Me,Lil Baby,"['atl_hip_hop', 'atl_trap', 'rap', 'trap']",78,0.856,0.564,6,-6.295,0,0.392,0.00327,0.0,0.134,0.483,77.972,4Iedi94TIaB2GGb1nMB68v
Cloud 9,Beach Bunny,"['bubblegrunge', 'chicago_indie', 'indie_pop']",81,0.637,0.929,4,-3.593,1,0.0491,0.00167,2.62e-05,0.344,0.902,80.974,6vFsBXYczYsP0H3lgunZOm
Vamp Anthem,Playboi Carti,"['atl_hip_hop', 'plugg', 'pluggnb', 'rap', 'trap']",79,0.642,0.69,11,-5.101,1,0.261,0.00599,1.3e-06,0.322,0.641,164.075,4CzhtKifG867Lu5DNQVBSA
Butter,BTS,"['k-pop', 'k-pop_boy_group']",89,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,1mWdTewIgB3gtBM3TOSFhB
Ball If I Want To,DaBaby,"['north_carolina_hip_hop', 'rap', 'trap']",80,0.902,0.669,1,-5.049,1,0.457,0.161,0.0,0.0728,0.628,139.949,0cu0rhnlCnJ7JIeHRiLpj3
No Friends In The Industry,Drake,"['canadian_hip_hop', 'canadian_pop', 'hip_hop', 'rap', 'toronto_rap']",80,0.84,0.744,1,-4.751,1,0.113,0.0181,0.0,0.629,0.171,83.737,2tUL6dZf1mywCj5WvCPZw6
Legends,Juice WRLD,"['chicago_rap', 'melodic_rap']",80,0.594,0.798,4,-5.244,1,0.0844,0.115,0.0,0.143,0.381,142.049,1Knctxx9vGZxpZfF66BIEa
Pluto Projector,Rex Orange County,"['bedroom_pop', 'pop']",81,0.379,0.219,5,-11.196,1,0.0307,0.707,0.000691,0.118,0.188,79.786,4EWBhKf1fOFnyMtUzACXEc
You Should Probably Leave,Chris Stapleton,"['contemporary_country', 'outlaw_country']",78,0.602,0.477,9,-8.425,1,0.032,0.268,3.1e-05,0.173,0.552,183.89,2UikqkwBv7aIvlixeVXHWt
Solid (feat. Drake),Young Stoner Life,"['hip_hop', 'rap', 'trap']",80,0.887,0.485,11,-9.358,0,0.2,0.0392,0.0,0.141,0.328,125.987,6rTInqW3YECMkQsBEHw4sd
Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,['brooklyn_drill'],82,0.905,0.647,10,-5.065,0,0.107,0.0187,0.0,0.282,0.367,130.97,2r6OAV3WsYtXuXjvJ1lIDi
Ramen & OJ,Joyner Lucas,"['boston_hip_hop', 'hip_hop', 'pop_rap', 'rap']",80,0.597,0.571,1,-6.205,0,0.293,0.492,0.0,0.093,0.165,106.196,4TIqzdAssasqx3DAe6cG9J
'Til You Can't,Cody Johnson,"['contemporary_country', 'country_road', 'texas_country']",77,0.501,0.815,1,-4.865,1,0.0436,0.0513,0.0,0.106,0.46,160.087,4k3lPl8YTKuY8c1HelVnm3
Golden,Harry Styles,['pop'],85,0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863,45S5WTQEGOB1VHr1Q4FuPl
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Taylor Swift,['pop'],81,0.606,0.377,0,-9.455,1,0.0275,0.817,0.0,0.154,0.446,101.96,01K4zKU104LyJ8gMb7227B
4 Da Gang (with Roddy Ricch),42 Dugg,"['detroit_trap', 'pop_rap', 'rap', 'southern_hip_hop', 'trap']",77,0.87,0.561,7,-10.388,1,0.186,0.0124,0.0,0.103,0.691,100.458,1mAey8kEPmDM2icL56kS9d
